"Open Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths(FTHQ)","SqFt","LP $/SqFt","LP","SP","HOD","Lot Sz","YB","DOM"
"","27","219095576DA","12","C/C","S","6   Voyage ST #104","Marina Del Rey","2","2.00 (1 1 0 0)","970","$1,644.33","$1,595,000","$1,450,000","$595.00","11,091","1968","75"
"","23","22-225061","12","C/C","S","6   Northstar St #207","Marina Del Rey","2","2.00 (2 0 0 0)","961","$2,289.28","$2,200,000","$2,150,000","$775.00","18,535","1969","182"
"","12","223001521VC","12","C/C","S","4337   Marina City DR #137","MARINA DEL REY","2","2.00 (2 0 0 0)","1,422","$348.10","$495,000","$465,000","$1,323.00","","1972","170"
"","1","223002126VC","12","C/C","S","11918   Avon WAY #7","LOS ANGELES","2","2.00 (2 0 0 0)","1,091","$732.36","$799,000","$851,000","$425.00","8,067","1982","29"
"","28","223003006VC","12","C/C","S","4333   Alla RD #1","MARINA DEL REY","2","2.00 (2 0 0 0)","1,057","$917.69","$970,000","$970,000","$687.00","390,060","1975","24"
"","37","224000452VC","12","C/C","S","4150   Via Dolce  #125","MARINA DEL REY","2","2.00 (2 0 0 0)","1,419","$668.78","$949,000","$958,500","$936.00","191,326","1974","38"
"","1","23-248679","12","C/C","S","13700   Marina Pointe Dr #1412","Venice","1","2.00 (1 0 1 0)","1,088","$917.28","$998,000","$925,000","$1,081.20","124,662","2003","167"
"","55","23-256357","12","C/C","S","13700   Marina Pointe Dr #1124","Marina Del Rey","2","3.00 (2 0 1 0)","1,770","$901.13","$1,595,000","$1,550,000","$1,231.00","124,670","2003","98"
"","19","23-257517","12","C/C","S","4267   Marina City DR #500 WTS","MARINA DEL REY","3","2.00 (1 1 0 0)","1,722","$487.22","$839,000","$839,000","$1,601.15","","1972","66"
"","20","23-262269","12","C/C","S","11930   Avon Way #207","Los Angeles","2","2.00 (2 0 0 0)","965","$777.20","$749,999","$740,000","$400.00","14,836","1986","48"
"","1","23-264847","12","C/C","S","4151   Redwood Ave #105","Los Angeles","2","4.00 (3 0 1 0)","1,960","$841.84","$1,650,000","$1,650,000","$407.57","0","2007","14"
"","3","23-265157","12","C/C","S","4   Jib St #12","Marina Del Rey","2","3.00 (2 0 1 0)","2,040","$1,860.29","$3,795,000","$3,485,000","$725.00","18,535","1973","109"
"","1","23-267685","12","C/C","S","4344   Glencoe Ave #3","Marina Del Rey","2","3.00 (2 0 1 0)","1,866","$669.35","$1,249,000","$1,222,000","$580.00","552,048","1974","13"
"","33","23-267863","12","C/C","S","4080   Glencoe Ave #226","Marina Del Rey","2","2.00 (2 0 0 0)","1,620","$802.47","$1,299,999","$1,262,500","$671.00","6,758","2011","155"
"","30","23-269425","12","C/C","S","3950   Via Dolce  #519","Marina Del Rey","2","3.00 (2 0 1 0)","1,886","$795.33","$1,500,000","$1,530,000","$780.00","191,275","1974","32"
"","51","23-269571","12","C/C","S","310   Tahiti Way #315","Marina Del Rey","2","2.00 (2 0 0 0)","1,428","$717.79","$1,025,000","$1,015,000","$971.00","194,601","1979","168"
"","25","23-269657","12","C/C","S","5000  S Centinela Ave #336","Los Angeles","1","1.00 (0 1 0 0)","829","$686.97","$569,500","$570,000","$384.00","142,789","1970","56"
"","25","23-272489","12","C/C","S","4337   Marina City Dr #739","Marina Del Rey","2","2.00 (2 0 0 0)","1,425","$417.54","$595,000","$585,000","$1,323.37","","1974","95"
"","56","23-274523","12","C/C","S","3111   Via Dolce  #603","Marina Del Rey","2","3.00 (2 0 1 0)","1,990","$1,105.03","$2,199,000","$2,166,266","$1,077.00","27,336","2010","23"
"","32","23-274739","12","C/C","S","13700   Marina Pointe Dr #1119","Marina Del Rey","1","2.00 (1 0 1 0)","959","$933.26","$895,000","$890,000","$1,052.00","124,670","2003","116"
"","47","23-274759","12","C/C","S","13216   Admiral Ave #D","Marina Del Rey","3","3.00 (2 0 1 0)","1,932","$799.69","$1,545,000","$1,545,000","$614.00","83,571","1968","13"
"","38","23-276891","12","C/C","S","4316   Marina City Dr #923","Marina Del Rey","1","1.00 (1 0 0 0)","935","$629.95","$589,000","$535,000","$870.26","","1974","55"
"","20","23-278081","12","C/C","S","20   IRONSIDES ST #7","MARINA DEL REY","1","2.00 (1 0 1 0)","1,246","$882.02","$1,099,000","$960,000","$400.00","16,934","1978","201"
"","1","23-278349","12","C/C","S","4751   La Villa Marina  #K","Marina Del Rey","3","3.00 (3 0 0 0)","1,763","$850.26","$1,499,000","$1,530,000","$614.00","83,571","1968","7"
"","1","23-278355","12","C/C","S","13082   Mindanao Way #21","Marina Del Rey","3","3.00 (2 0 1 0)","2,199","$907.23","$1,995,000","$2,025,000","$1,072.50","538,756","1980","7"
"","1","23-278417","12","C/C","S","13235   Fiji Way #F","Marina Del Rey","3","3.00 (2 0 1 0)","1,763","$810.55","$1,429,000","$1,375,000","$470.00","66,621","1970","26"
"","29","23-278985","12","C/C","S","13650   Marina Pointe Dr #1106","Marina Del Rey","2","2.00 (2 0 0 0)","1,533","$779.52","$1,195,000","$1,175,000","$1,838.00","31,650","2006","71"
"","56","23-279601","12","C/C","S","3111   Via Dolce  #503","Marina Del Rey","2","3.00 (2 1 0 0)","1,990","$1,155.28","$2,299,000","$2,175,000","$1,036.17","27,336","2010","23"
"","1","23-279605","12","C/C","S","4215   Glencoe Ave #207","Venice","1","1.00 (1 0 0 0)","715","$922.38","$659,500","$669,500","$446.00","79,615","2008","8"
"","1","23-279969","12","C/C","S","4736   La Villa Marina  #A","Marina Del Rey","2","3.00 (2 0 1 0)","1,582","$837.55","$1,325,000","$1,285,000","$410.00","66,564","1966","4"
"","49","23-280257","12","C/C","S","13700   Marina Pointe Dr #1816","Marina Del Rey","2","3.00 (2 0 1 0)","1,749","$1,400.23","$2,449,000","$2,350,000","$1,227.04","124,670","2003","27"
"","54","23-280569","12","C/C","S","13600   Marina Pointe Dr #705","Marina Del Rey","2","3.00 (2 0 1 0)","1,900","$710","$1,349,000","$1,210,000","$1,981.54","122,880","1999","79"
"","30","23-281501","12","C/C","S","13218   Fiji Way #G","Marina Del Rey","3","3.00 (2 0 1 0)","1,932","$801.76","$1,549,000","$1,600,000","$590.00","139,313","1969","13"
"","47","23-281839","12","C/C","S","4337   Marina City Drive  #237","Marina Del Rey","2","2.00 (2 0 0 0)","1,422","$449.37","$639,000","$639,000","$1,323.37","","1970","153"
"","29","23-283849","12","C/C","S","4314   Marina City  #1024","Marina Del Rey","1","1.00 (1 0 0 0)","","$0","$555,000","$560,000","$870.26","1,050","","4"
"","1","23-283901","12","C/C","S","13650   Marina Pointe Dr #606","Marina Del Rey","2","2.00 (2 0 0 0)","1,533","$716.89","$1,099,000","$1,050,000","$1,838.00","31,650","2006","68"
"","32","23-283971","12","C/C","S","13219   Fiji Way #G","Venice","3","3.00 (2 0 1 0)","1,582","$881.80","$1,395,000","$1,460,000","$430.00","87,554","1968","27"
"","24","23-284095","12","C/C","S","4080   Glencoe Ave #319","Marina Del Rey","2","2.00 (2 0 0 0)","1,260","$951.59","$1,199,000","$1,255,000","$582.64","11,321","2011","6"
"","56","23-285269","12","C/C","S","14   Driftwood St #3","Marina Del Rey","2","2.00 (2 0 0 0)","1,642","$971.38","$1,595,000","$1,525,000","$455.00","6,059","1984","36"
"","1","23-285271","12","C/C","S","4738   La Villa Marina  #D","Marina Del Rey","3","3.00 (2 0 1 0)","2,002","$613.89","$1,229,000","$1,229,000","$410.00","66,564","1966","6"
"","31","23-285461","12","C/C","S","4403   Ocean Front Walk #201","Marina Del Rey","2","2.00 (2 0 0 0)","1,175","$1,680.85","$1,975,000","$1,815,000","$550.00","7,446","1971","62"
"","40","23-285721","12","C/C","S","13700   Marina Pointe Dr #732","Marina Del Rey","2","3.00 (3 0 0 0)","1,441","$829.29","$1,195,000","$1,122,500","$1,159.09","124,670","2003","26"
"","46","23-287369","12","C/C","S","311   Bora Bora Way #206","Marina Del Rey","2","2.00 (2 0 0 0)","1,428","$770.31","$1,099,999","$1,100,000","$971.00","194,601","1979","15"
"","32","23-289619","12","C/C","S","4421   Alla Rd #3","Marina Del Rey","3","3.00 (2 0 1 0)","1,729","$803.35","$1,389,000","$1,439,000","$687.00","","1976","9"
"","31","23-290025","12","C/C","S","13600   Marina Pointe Dr #607","Marina Del Rey","2","3.00 (2 0 1 0)","1,850","$916.22","$1,695,000","$1,650,000","$1,969.37","122,880","1999","24"
"","30","23-290959","12","C/C","S","13225   Admiral Ave #G","Marina Del Rey","3","3.00 (1 1 1 0)","1,921","$727.75","$1,398,000","$1,398,000","$525.00","85,878","1967","30"
"","29","23-290965","12","C/C","S","25   Spinnaker St #12","Marina Del Rey","3","3.00 (2 0 1 0)","1,446","$1,103.04","$1,595,000","$1,595,000","$690.00","17,866","1967","3"
"","41","23-291100","12","C/C","S","13226   Admiral Ave #C","Marina Del Rey","3","3.00 (1 1 1 0)","1,932","$698.24","$1,349,000","$1,300,000","$475.00","85,878","1967","56"
"","27","23-291249","12","C/C","S","4267   Marina City DR #910","MARINA DEL REY","1","2.00 (1 0 1 0)","935","$672.73","$629,000","$608,000","$870.26","","1972","40"
"","47","23-291885","12","C/C","S","4316   Marina City Drive  #304G","Marina Del Rey","0","1.00 (1 0 0 0)","","$0","$399,000","$350,000","$372.54","","","20"
"","2","23-291993","12","C/C","S","4329   Redwood Ave #2","Marina Del Rey","2","2.00 (2 0 0 0)","1,398","$821.89","$1,149,000","$1,149,000","$580.00","552,048","1974","9"
"","32","23-292179","12","C/C","S","11818   Courtleigh Dr #203","Los Angeles","2","2.00 (2 0 0 0)","1,308","$763.76","$999,000","$1,100,000","$400.00","8,019","1982","4"
"","36","23-293149","12","C/C","S","4549   Alla Rd #5","Marina Del Rey","2","3.00 (3 0 0 0)","1,646","$789.19","$1,299,000","$1,350,000","$696.00","196,085","1977","11"
"","1","23-294085","12","C/C","S","4151   Redwood Ave #102","Los Angeles","3","4.00 (3 0 1 0)","1,960","$915.82","$1,795,000","$1,785,000","$407.75","45,515","2007","12"
"","1","23-295149","12","C/C","S","13326   Beach Ave #205","Venice","2","2.00 (1 1 0 0)","1,680","$824.40","$1,385,000","$1,385,000","$550.10","13,280","2007","17"
"","45","23-295293","12","C/C","S","4314   Marina City Drive  #520C","Marina Del Rey","2","2.00 (2 0 0 0)","1,422","$580.17","$825,000","$810,000","$1,323.37","","","75"
"","18","23-296495","12","C/C","S","6   Voyage St #101","Marina Del Rey","2","2.00 (2 0 0 0)","978","$2,244.38","$2,195,000","$2,192,500","$870.00","11,091","1968","7"
"","36","23-297087","12","C/C","S","4335   Marina City  #536","Marina Del Rey","1","1.00 (1 0 0 0)","935","$625.67","$585,000","$585,000","$870.26","","1972","12"
"","1","23-298437","12","C/C","S","3119   Via Dolce  #301","Marina Del Rey","3","3.00 (2 0 1 0)","2,010","$661.19","$1,329,000","$1,320,000","$1,069.66","33,901","2010","14"
"","1","23-298521","12","C/C","S","4080   Glencoe Ave #202","Marina Del Rey","2","2.00 (2 0 0 0)","1,480","$878.38","$1,300,000","$1,300,000","$608.91","7,975","2011","19"
"","1","23-298569","12","C/C","S","13206   Admiral Ave #F","Marina Del Rey","2","3.00 (2 0 1 0)","1,657","$663.25","$1,099,000","$1,060,000","$614.00","83,571","1968","28"
"","32","23-299111","12","C/C","S","20   Ironsides St #3","Marina Del Rey","3","3.00 (2 0 0 1)","1,953","$1,075.27","$2,100,000","$2,090,000","$400.00","16,929","1978","14"
"","32","23-299123","12","C/C","S","1   Spinnaker St #12","Marina Del Rey","2","3.00 (2 0 1 0)","2,270","$1,627.75","$3,695,000","$3,590,000","$1,035.00","18,535","1974","61"
"","1","23-299339","12","C/C","S","4801   La Villa Marina  #G","Marina Del Rey","3","3.00 (2 0 1 0)","1,582","$647.91","$1,025,000","$1,025,000","$590.00","139,313","1969","0"
"","39","23-299423","12","C/C","S","13210   Admiral Ave #C","Marina Del Rey","2","3.00 (2 0 1 0)","1,932","$620.60","$1,199,000","$1,160,000","$614.00","83,571","1969","105"
"","41","23-300453","12","C/C","S","4730   La Villa Marina  #K","Marina Del Rey","2","3.00 (1 1 1 0)","1,456","$678.57","$988,000","$940,000","$475.00","66,564","1966","42"
"","29","23-301663","12","C/C","S","4729   La Villa Marina  #D","Marina Del Rey","3","3.00 (2 0 1 0)","1,932","$718.94","$1,389,000","$1,350,000","$562.00","73,858","1966","12"
"","29","23-303853","12","C/C","S","4549   Alla Rd ##3","Marina Del Rey","2","3.00 (2 0 1 0)","1,912","$679.39","$1,299,000","$1,365,000","$687.00","196,085","1977","8"
"","3","23-304163","12","C/C","S","4080   Glencoe Ave #216","Marina Del Rey","2","2.00 (2 0 0 0)","1,530","$875.82","$1,340,000","$1,340,000","$616.62","17,336","2011","0"
"","16","23-306120","12","C/C","S","13036   Mindanao Way #7","Marina Del Rey","2","3.00 (2 0 0 1)","1,646","$668.29","$1,100,000","$1,080,000","$692.00","130,685","1977","17"
"","34","23-306607","12","C/C","S","13236   Fiji Way  #L","Marina Del Rey","2","3.00 (1 1 1 0)","1,932","$776.40","$1,500,000","$1,420,000","$559.00","","","34"
"","54","23-306771","12","C/C","S","4337   Marina City Dr #PH43 ETN","Marina Del Rey","3","3.00 (3 0 0 0)","3,092","$468.95","$1,450,000","$1,325,000","$2,844.18","0","1972","18"
"","22","23-307279","12","C/C","S","4320   Glencoe Ave #1","Marina Del Rey","2","2.00 (2 0 0 0)","1,066","$933.40","$995,000","$970,000","$580.00","552,048","1974","23"
"","34","23-307773","12","C/C","S","4215   Glencoe Ave #428","Venice","2","2.00 (2 0 0 0)","1,680","$743.45","$1,249,000","$1,260,000","$559.52","79,615","2008","42"
"","1","23-308933","12","C/C","S","13700   Marina Pointe Dr #816","Marina Del Rey","2","2.00 (2 0 0 0)","1,227","$1,017.93","$1,249,000","$1,249,000","$1,111.87","124,611","2003","8"
"","74","23-309087","12","C/C","S","13700   Marina Pointe Dr #1810","Venice","1","2.00 (1 0 1 0)","1,020","$881.37","$899,000","$1,040,000","$1,081.20","124,670","2003","75"
"","43","23-310597","12","C/C","S","4080  N Glencoe Ave #303","Marina Del Rey","2","2.00 (2 0 0 0)","1,340","$954.48","$1,279,000","$1,175,000","$582.62","11,526","2011","84"
"","21","23-312973","12","C/C","S","4060   Glencoe Ave #120","Marina Del Rey","1","1.00 (1 0 0 0)","708","$967.51","$685,000","$665,000","$486.92","59,461","2004","46"
"","9","23-313475","12","C/C","S","6   Northstar St #106","Marina Del Rey","3","2.00 (2 0 0 0)","1,288","$2,092.39","$2,695,000","$2,425,000","$775.00","18,535","1969","179"
"","23","23-313653","12","C/C","S","13238   Fiji Way #H","Marina Del Rey","2","3.00 (2 0 1 0)","1,932","$724.64","$1,400,000","$1,450,000","$559.00","64,223","1969","27"
"","1","23-313847","12","C/C","S","5100   Via Dolce  #311","Marina Del Rey","2","2.00 (2 0 0 0)","1,452","$757.58","$1,100,000","$1,010,000","$800.00","100,437","1978","22"
"","1","23-314395","12","C/C","S","4616   Glencoe Ave #5","Marina Del Rey","2","3.00 (3 0 0 0)","1,646","$835.36","$1,375,000","$1,415,000","$696.00","159,265","1978","10"
"","27","23-315407","12","C/C","S","4337   Marina City Drive  #347","Marina Del Rey","1","1.00 (1 0 0 0)","935","$484.49","$453,000","$423,000","$915.88","","1972","101"
"","28","23-315545","12","C/C","S","13650   MARINA POINTE DR #1109","MARINA DEL REY","2","3.00 (2 0 1 0)","1,735","$804.03","$1,395,000","$1,400,000","$1,608.65","31,647","2006","0"
"","54","23-315623","12","C/C","S","33   Reef St #8","Marina Del Rey","3","3.00 (2 0 1 0)","1,865","$1,069.71","$1,995,000","$2,080,000","$733.00","8,371","1973","0"
"","1","23-318827","12","C/C","S","4631   Alla Rd #5","Marina Del Rey","2","3.00 (2 0 1 0)","1,646","$849.94","$1,399,000","$1,365,000","$696.00","196,085","1977","15"
"","33","23-319581","12","C/C","S","4804   La Villa Marina  #C","Marina Del Rey","2","2.00 (2 0 0 0)","1,582","$742.73","$1,175,000","$1,175,000","$350.00","71,647","1968","4"
"","1","23-320357","12","C/C","S","13700   Marina Pointe Dr #829","Marina Del Rey","3","4.00 (3 0 1 0)","2,099","$950.45","$1,995,000","$1,900,000","$1,304.27","124,670","2003","16"
"","1","23-320547","12","C/C","S","20   Lighthouse St #2","Marina Del Rey","3","2.00 (2 0 0 0)","2,003","$898.65","$1,800,000","$1,800,000","","3,081","1974","0"
"","1","23-321262","12","C/C","S","13078   Mindanao Way #106","Marina Del Rey","2","2.00 (2 0 0 0)","1,929","$673.41","$1,299,000","$1,250,000","$1,072.50","538,756","1980","14"
"","19","23-321837","12","C/C","S","4265   Marina City Dr #311","Marina Del Rey","2","2.00 (2 0 0 0)","1,422","$348.10","$495,000","$465,000","$1,323.37","","","13"
"","23","23-322031","12","C/C","S","13337   Beach Ave #101","Marina Del Rey","3","3.00 (3 0 0 0)","2,486","$561.14","$1,395,000","$1,367,500","$550.00","13,757","2013","64"
"","22","23-323083","12","C/C","S","114   Galleon St #4","Marina Del Rey","3","4.00 (4 0 0 0)","2,356","$931.66","$2,195,000","$2,220,770","$356.00","5,260","2005","9"
"","39","23-323721","12","C/C","S","4265   Marina City DR #515 WTN","MARINA DEL REY","2","2.00 (1 1 0 0)","1,422","$420.53","$598,000","$550,000","$1,392.73","","1972","106"
"","28","23-324213","12","C/C","S","13650   Marina Pointe Dr #1205","Marina Del Rey","2","2.00 (2 0 0 0)","1,714","$1,047.26","$1,795,000","$1,725,000","$1,972.84","31,650","2006","42"
"","34","23-325097","12","C/C","S","4060   Glencoe Ave #326","Marina Del Rey","2","2.00 (2 0 0 0)","1,040","$864.42","$899,000","$855,000","$561.23","59,478","2004","105"
"","53","23-325273","12","C/C","S","4337   Marina City Dr #1137","Marina Del Rey","2","2.00 (2 0 0 0)","1,422","$428.27","$609,000","$565,000","$1,392.73","1,422","","75"
"","37","23-326731","12","C/C","S","13322   Maxella Ave #1","Marina Del Rey","2","3.00 (2 0 1 0)","1,866","$640.41","$1,195,000","$1,195,000","$580.00","552,201","1974","12"
"","1","23-327203","12","C/C","S","4   Lighthouse St #13","Marina Del Rey","3","3.00 (3 0 0 0)","2,515","$1,451.29","$3,650,000","$3,500,000","$740.00","18,536","1971","197"
"","1","23-327699","12","C/C","S","4335   Marina City Dr  #232","Marina Del Rey","3","2.00 (2 0 0 0)","1,722","$376.31","$648,000","$617,000","$1,685.07","","","42"
"","1","23-330495","12","C/C","S","13700   Marina Pointe Dr #1702","Marina Del Rey","2","3.00 (2 0 1 0)","1,630","$1,103.68","$1,799,000","$1,725,000","$1,248.23","124,670","2003","109"
"","2","23-330665","12","C/C","S","4080   Glencoe Ave #404","Marina Del Rey","2","2.00 (2 0 0 0)","1,340","$968.66","$1,298,000","$1,300,000","$582.64","11,529","2011","41"
"","31","23-331033","12","C/C","S","13214   Fiji Way #T","Marina Del Rey","3","3.00 (2 0 1 0)","1,582","$821.11","$1,299,000","$1,300,000","$590.00","139,339","1969","11"
"","36","23-331267","12","C/C","S","3111   Via Dolce  #901","Marina Del Rey","3","4.00 (0 3 1 0)","3,140","$1,431.53","$4,495,000","$4,300,000","$1,121.37","","2010","22"
"","1","23-331400","12","C/C","S","13600   Marina Pointe Drive #303","MARINA DEL REY","2","3.00 (2 0 1 0)","1,855","$619.41","$1,149,000","$1,110,000","$1,977.69","122,916","1999","35"
"","16","23-332307","12","C/C","S","13320   Beach Ave #203","Marina Del Rey","1","2.00 (2 0 0 0)","1,200","$832.50","$999,000","$975,000","$495.00","21,017","2006","21"
"","30","23-334616","12","C/C","S","13700   Marina Pointe Dr #1207","Marina Del Rey","1","1.00 (1 0 0 0)","944","$995.76","$940,000","$940,000","$1,024.00","124,705","2003","27"
"","1","23-334987","12","C/C","S","310   Tahiti Way #216","Marina Del Rey","2","2.00 (2 0 0 0)","1,633","$611.76","$999,000","$935,000","$971.00","194,654","1979","4"
"","1","23-339041","12","C/C","S","5209   Ocean Front Walk #301","Marina Del Rey","2","3.00 (3 0 0 0)","2,753","$1,434.80","$3,950,000","$3,250,000","$1,680.00","9,272","1976","79"
"","26","23-339535","12","C/C","S","4314   Marina City Dr #720","Marina Del Rey","2","2.00 (1 1 0 0)","1,422","$699.72","$995,000","$885,000","$1,323.37","","1972","75"
"","1","23-339745","12","C/C","S","4507   Alla Rd #4","Marina Del Rey","2","3.00 (3 0 0 0)","1,646","$697.45","$1,148,000","$1,120,000","$996.00","159,309","1978","343"
"","2","23-340319","12","C/C","S","306   Bora Bora Way #105","Marina Del Rey","2","2.00 (2 0 0 0)","1,497","$620.57","$929,000","$929,000","$800.00","100,437","1978","7"
"","2","23-340839","12","C/C","S","4215   Glencoe Ave #309","Marina Del Rey","1","1.00 (1 0 0 0)","715","$837.76","$599,000","$625,000","$446.00","79,615","2008","44"
"","1","23-341865","12","C/C","S","4215   Glencoe Ave #228","Marina Del Rey","2","2.00 (2 0 0 0)","1,300","$743.08","$966,000","$964,000","$600.00","79,638","2008","37"
"","25","230019487SD","12","C/C","S","4646   Glencoe Ave 3  #3","Marina Del Rey","3","3.00 (2 0 1 0)","1,707","$761.57","$1,300,000","$1,215,000","$692.00","","1977","13"
"","1","24-343273","12","C/C","S","4801   La Villa Marina  #G","Marina Del Rey","3","3.00 (2 0 1 0)","1,582","$884.32","$1,399,000","$1,399,000","$590.00","139,313","1969","17"
"","1","24-344139","12","C/C","S","4267   Marina City Dr  #206","Marina Del Rey","2","2.00 (2 0 0 0)","","$0","$895,000","$859,750","$1,323.37","","","14"
"","23","24-345017","12","C/C","S","13700  NW Marina Pointe Dr #1417","Marina Del Rey","1","1.00 (0 1 0 0)","992","$1,007.06","$999,000","$950,000","$1,114.21","124,705","2003","25"
"","23","24-345909","12","C/C","S","310   Washington Blvd #502","Marina Del Rey","3","3.00 (3 0 0 0)","1,950","$1,000","$1,950,000","$1,888,000","$692.23","9,915","2012","43"
"","1","24-346005","12","C/C","S","3310   Pacific Ave ","Marina Del Rey","2","3.00 (2 0 1 0)","1,217","$1,149.55","$1,399,000","$1,376,000","$340.00","4,901","1982","8"
"","32","24-346441","12","C/C","S","310   Washington Blvd #401","Marina Del Rey","4","3.00 (2 1 0 0)","2,090","$868.42","$1,815,000","$1,770,000","$247.00","8,806","2012","6"
"","16","24-346445","12","C/C","S","2   Ketch St #201","Marina Del Rey","2","2.00 (2 0 0 0)","1,652","$1,631.36","$2,695,000","$2,600,000","$420.00","18,828","1971","5"
"","41","24-346771","12","C/C","S","1   Eastwind St #201","Marina Del Rey","2","2.00 (2 0 0 0)","1,329","$2,057.94","$2,735,000","$2,590,000","$650.00","7,445","1974","36"
"","12","24-347267","12","C/C","S","13600   Marina Pointe Dr #1707","Marina Del Rey","2","3.00 (2 0 1 0)","1,850","$945.95","$1,750,000","$1,700,000","$2,114.54","122,529","1999","0"
"","16","24-347675","12","C/C","S","4780   La Villa Marina  #D","Marina Del Rey","2","3.00 (2 1 0 0)","1,582","$631.48","$999,000","$1,010,000","$440.00","66,582","1968","21"
"","1","24-348243","12","C/C","S","13700   Marina Pointe Dr #1912","Marina Del Rey","2","3.00 (2 0 1 0)","1,952","$1,431.86","$2,795,000","$2,600,000","$1,315.88","124,670","2003","71"
"","44","24-348567","12","C/C","S","4215   Glencoe Ave #418","Marina Del Rey","2","2.00 (2 0 0 0)","1,300","$919.23","$1,195,000","$1,175,000","$607.01","79,638","2008","15"
"","1","24-351415","12","C/C","S","13210   Admiral Ave #F","Marina Del Rey","3","3.00 (2 0 1 0)","1,974","$759.37","$1,499,000","$1,485,000","$675.00","83,571","1968","10"
"","25","24-351949","12","C/C","S","4060   Glencoe Ave #227","Marina Del Rey","2","2.00 (2 0 0 0)","1,060","$848.11","$899,000","$860,000","$562.00","59,478","2004","20"
"","23","24-352301","12","C/C","S","4338   Redwood Ave #B-201","Marina Del Rey","2","2.00 (2 0 0 0)","1,886","$569.99","$1,075,000","$1,060,000","$1,128.00","259,551","1981","49"
"","46","24-352861","12","C/C","S","13226   Admiral Ave #D","Marina Del Rey","3","3.00 (1 1 1 0)","1,932","$718.94","$1,389,000","$1,410,000","$525.00","85,982","1967","44"
"","67","24-353701","12","C/C","S","4314   Marina City DR #PH16","MARINA DEL REY","3","3.00 (2 1 0 0)","3,408","$703.93","$2,399,000","$2,100,000","$3,027.76","","1972","145"
"","28","24-354549","12","C/C","S","13700   Marina Pointe Dr #1416","Marina Del Rey","2","2.00 (2 0 0 0)","1,227","$1,324.37","$1,625,000","$1,550,000","$1,163.58","124,705","2003","50"
"","30","24-354985","12","C/C","S","13700   MARINA POINTE DR #525","MARINA DEL REY","2","3.00 (2 0 1 0)","1,431","$802.86","$1,148,888","$1,120,000","$1,206.43","124,611","2003","10"
"","1","24-355525","12","C/C","S","311   Bora Bora Way #3319","Marina Del Rey","2","2.00 (2 0 0 0)","1,480","$685.81","$1,015,000","$1,170,000","$971.00","194,654","1979","2"
"","37","24-355963","12","C/C","S","13650   Marina Pointe Dr #406","Marina Del Rey","2","2.00 (2 0 0 0)","1,423","$860.86","$1,225,000","$1,200,000","$1,891.39","31,659","2006","33"
"","31","24-356113","12","C/C","S","4351   Alla Rd #8","Marina Del Rey","3","3.00 (3 0 0 0)","1,547","$645.77","$999,000","$1,100,000","$699.00","390,168","1975","15"
"","1","24-357921","12","C/C","S","13078   Mindanao Way #102","Marina Del Rey","2","2.00 (2 0 0 0)","1,952","$689.04","$1,345,000","$1,295,000","$1,072.50","538,904","1980","29"
"","46","24-358155","12","C/C","S","4265   Marina City Dr #409","Marina Del Rey","2","2.00 (2 0 0 0)","1,422","$446.55","$635,000","$580,000","$1,392.73","","1972","93"
"","40","24-361855","12","C/C","S","4060   Glencoe Ave #319","Marina Del Rey","2","2.00 (2 0 0 0)","1,127","$776.40","$875,000","$850,000","$565.00","59,478","2004","87"
"","23","24-362749","12","C/C","S","3412   Ocean Front Walk #201","Marina Del Rey","3","3.00 (2 0 1 0)","2,010","$1,492.04","$2,999,000","$2,700,000","$525.00","6,017","1971","119"
"","1","24-363325","12","C/C","S","4337   Marina City Dr #847","Marina Del Rey","1","1.00 (1 0 0 0)","935","$512.30","$479,000","$472,500","$915.88","","1972","29"
"","27","24-363476","12","C/C","S","4350   Berryman Ave #4","Los Angeles","2","2.00 (2 0 0 0)","938","$723.88","$679,000","$676,000","$491.91","14,504","1976","10"
"","33","24-363529","12","C/C","S","4265   Marina City DR #1005 WTN","MARINA DEL REY","1","1.00 (1 0 0 0)","935","$619.25","$579,000","$535,000","$951.88","","1972","11"
"","36","24-363893","12","C/C","S","4316   Marina City DR #931","MARINA DEL REY","2","2.00 (1 1 0 0)","1,422","$512.66","$729,000","$715,000","$1,392.73","","1972","15"
"","38","24-364283","12","C/C","S","13206   Admiral Ave #M","Marina Del Rey","3","3.00 (1 1 1 0)","1,664","$756.61","$1,259,000","$1,312,000","$700.00","83,595","1968","29"
"","34","24-365813","12","C/C","S","4337   Marina City DR #541","MARINA DEL REY","2","2.00 (1 1 0 0)","1,422","$421.24","$599,000","$550,000","$1,392.73","","1972","60"
"","37","24-365857","12","C/C","S","13131   Mindanao Way #5","Marina Del Rey","3","3.00 (2 0 1 0)","1,585","$788.01","$1,249,000","$1,315,000","$590.00","552,201","1974","18"
"","1","24-365863","12","C/C","S","13600   Marina Pointe Dr #409","Marina Del Rey","3","3.00 (2 0 1 0)","2,075","$915.18","$1,899,000","$1,843,500","$2,175.84","122,880","1999","26"
"","38","24-367275","12","C/C","S","13600   Marina Pointe Dr #614","Marina Del Rey","1","2.00 (1 0 1 0)","1,720","$580.81","$999,000","$960,000","$2,074.48","122,529","1999","64"
