"Open Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths(FTHQ)","SqFt","LP $/SqFt","LP","SP","HOD","Lot Sz","YB","DOM"
"","24","22-141117","12","C/C","S","13650   Marina Pointe Dr #406","Marina Del Rey","2","2.00 (2 0 0 0)","1,533","$717.55","$1,100,000","$1,100,000","$1,626.00","31,650","2006","62"
"","31","22-141439","12","C/C","S","2   KETCH ST #302","MARINA DEL REY","2","2.00 (2 0 0 0)","1,717","$1,732.67","$2,975,000","$3,012,000","$595.00","18,823","1971","11"
"","28","22-141881","12","C/C","S","13650   MARINA POINTE DR #1109","MARINA DEL REY","2","3.00 (3 0 0 0)","1,735","$734.87","$1,275,000","$1,275,000","$1,767.87","31,650","2006","0"
"","26","22-142201","12","C/C","S","4735   LA VILLA MARINA  #B","MARINA DEL REY","2","3.00 (2 0 1 0)","1,582","$647.91","$1,025,000","$1,199,200","$440.00","85,236","1966","8"
"","46","22-142461","12","C/C","S","13700   MARINA POINTE DR #1127","MARINA DEL REY","1","1.00 (1 0 0 0)","854","$923.89","$789,000","$782,000","$1,009.93","124,670","2003","38"
"","42","22-142747","12","C/C","S","13082   MINDANAO WAY #21","MARINA DEL REY","2","3.00 (3 0 0 0)","2,199","$590.72","$1,299,000","$1,450,000","$1,018.00","538,756","1980","4"
"","30","22-142951","12","C/C","S","4140   GLENCOE AVE #511","MARINA DEL REY","2","2.00 (2 0 0 0)","1,178","$912.56","$1,075,000","$1,190,000","$523.38","39,473","2016","11"
"","36","22-143469","12","C/C","S","13700   MARINA POINTE DR #1623","MARINA DEL REY","2","2.00 (2 0 0 0)","1,724","$984.92","$1,698,000","$1,625,000","$1,197.20","124,670","2003","50"
"","1","22-143627","12","C/C","S","13082   MINDANAO WAY #20","MARINA DEL REY","4","4.00 (3 0 1 0)","2,295","$766.45","$1,759,000","$1,895,000","$1,018.00","538,756","1980","7"
"","1","22-143679","12","C/C","S","13700   MARINA POINTE DR #519","MARINA DEL REY","1","2.00 (1 0 1 0)","959","$854.01","$819,000","$810,000","$1,032.53","124,670","2003","6"
"","2","22-144001","12","C/C","S","13700   MARINA POINTE DR #PH1911","MARINA DEL REY","2","2.00 (2 0 0 0)","1,537","$1,366.30","$2,100,000","$2,100,000","$1,156.95","124,670","2003","0"
"","1","22-144043","12","C/C","S","4140   GLENCOE AVE #306","MARINA DEL REY","2","3.00 (2 0 1 0)","1,502","$784.95","$1,179,000","$1,310,000","$523.00","39,473","2016","9"
"","30","22-144183","12","C/C","S","13214   Fiji Way #A","Marina Del Rey","2","3.00 (2 0 1 0)","1,582","$757.90","$1,199,000","$1,400,000","$565.00","139,313","1969","8"
"","1","22-144341","12","C/C","S","4600   VIA DOLCE  #2208","MARINA DEL REY","2","2.00 (2 0 0 0)","1,815","$658.40","$1,195,000","$1,300,000","$768.00","194,601","1979","8"
"","1","22-144429","12","C/C","S","4751   LA VILLA MARINA  #A","MARINA DEL REY","3","3.00 (3 0 0 0)","1,833","$572.83","$1,050,000","$1,050,000","$520.00","83,571","1968","0"
"","1","22-144493","12","C/C","S","13700   MARINA POINTE DR #1503","MARINA DEL REY","2","3.00 (2 0 1 0)","1,481","$1,144.50","$1,695,000","$1,640,000","$1,144.89","124,670","2003","13"
"","24","22-145431","12","C/C","S","4080   GLENCOE AVE #423","MARINA DEL REY","2","2.00 (2 0 0 0)","1,340","$926.87","$1,242,000","$1,234,000","$557.83","11,522","2011","37"
"","39","22-145541","12","C/C","S","13029   MINDANAO WAY #5","MARINA DEL REY","3","3.00 (2 0 1 0)","1,645","$759.88","$1,250,000","$1,420,000","$615.00","390,060","1975","5"
"","34","22-146124","12","C/C","S","4215   GLENCOE AVE #113","MARINA DEL REY","2","2.00 (1 1 0 0)","1,440","$763.89","$1,100,000","$1,271,000","$535.68","79,615","2008","6"
"","27","22-146231","12","C/C","S","4140   GLENCOE AVE #401","MARINA DEL REY","2","2.00 (1 1 0 0)","1,178","$887.10","$1,045,000","$1,045,000","$523.38","39,473","2016","55"
"","30","22-147227","12","C/C","S","4316   Marina City DR #527","MARINA DEL REY","2","2.00 (1 1 0 0)","1,422","$435.30","$619,000","$615,000","$1,154.35","","1972","4"
"","24","22-147495","12","C/C","S","32   GALLEON ST ","MARINA DEL REY","2","3.00 (2 0 1 0)","1,601","$1,246.10","$1,995,000","$1,935,000","$530.00","6,567","1988","3"
"","1","22-147993","12","C/C","S","13082   MINDANAO WAY #8","MARINA DEL REY","3","3.00 (2 0 1 0)","2,345","$648.19","$1,520,000","$1,520,000","$990.00","538,756","1980","0"
"","24","22-148206","12","C/C","S","4776   LA VILLA MARINA  #C","MARINA DEL REY","3","3.00 (2 0 1 0)","1,582","$790.14","$1,250,000","$1,370,000","$440.00","66,564","1968","7"
"","29","22-148360","12","C/C","S","4350   VIA DOLCE  #105","MARINA DEL REY","2","2.00 (2 0 0 0)","1,419","$774.49","$1,099,000","$1,125,000","$780.00","191,275","1974","7"
"","25","22-148493","12","C/C","S","4338   REDWOOD AVE #B116","MARINA DEL REY","2","2.00 (2 0 0 0)","1,886","$689.29","$1,300,000","$1,300,000","$950.00","259,480","1981","1,193"
"","8","22-149663","12","C/C","S","4746   LA VILLA MARINA  #D","VENICE","2","2.00 (2 0 0 0)","1,582","$726.30","$1,149,000","$1,180,000","$450.00","66,563","1967","4"
"","29","22-149918","12","C/C","S","13214   FIJI WAY #S","MARINA DEL REY","2","3.00 (2 0 1 0)","1,582","$774.34","$1,225,000","$1,400,000","$550.00","139,313","1969","8"
"","50","22-149961","12","C/C","S","4211   REDWOOD AVE #402","LOS ANGELES","2","2.00 (2 0 0 0)","1,470","$876.87","$1,289,000","$1,450,000","$454.22","38,497","2010","10"
"","1","22-149967","12","C/C","S","13322   MAXELLA AVE #5","MARINA DEL REY","3","3.00 (2 0 1 0)","1,585","$926.81","$1,469,000","$1,553,700","$527.00","552,048","1974","14"
"","1","22-149991","12","C/C","S","13228   FIJI WAY #A","MARINA DEL REY","3","3.00 (2 0 1 0)","1,647","$849.42","$1,399,000","$1,530,000","$450.00","67,052","1969","7"
"","1","22-150241","12","C/C","S","13700   Marina Pointe Dr #1411","Marina Del Rey","2","3.00 (2 0 1 0)","1,459","$924.61","$1,349,000","$1,225,000","$1,163.66","124,611","2003","176"
"","18","22-150415","12","C/C","S","4050   GLENCOE AVE #323","MARINA DEL REY","1","2.00 (2 0 0 0)","890","$825.84","$735,000","$730,500","$472.54","59,223","2007","23"
"","44","22-151019","12","C/C","S","13346  W WASHINGTON BLVD ","CULVER CITY","2","4.00 (2 0 2 0)","1,636","$794.01","$1,299,000","$1,325,000","$373.48","8,001","2013","54"
"","48","22-151941","12","C/C","S","4764   LA VILLA MARINA  #M","MARINA DEL REY","2","3.00 (2 0 1 0)","1,763","$765.74","$1,350,000","$1,325,000","$400.00","66,563","1967","24"
"","28","22-152107","12","C/C","S","13700   Marina Pointe Dr #918","Marina Del Rey","1","1.00 (1 0 0 0)","985","$851.78","$839,000","$820,000","$1,038.00","124,611","2003","26"
"","6","22-152235","12","C/C","S","306   BORA BORA WAY #108","MARINA DEL REY","2","2.00 (2 0 0 0)","1,492","$636.73","$950,000","$950,000","$650.00","100,437","1978","0"
"","48","22-152299","12","C/C","S","4338   REDWOOD AVE #B307","MARINA DEL REY","2","2.00 (2 0 0 0)","2,253","$621.39","$1,400,000","$1,440,000","$1,040.00","259,480","1981","7"
"","1","22-152533","12","C/C","S","310   WASHINGTON BLVD #101","MARINA DEL REY","4","3.00 (3 0 0 0)","2,090","$861.00","$1,799,500","$1,780,000","$565.00","16,295","2012","27"
"","19","22-152901","12","C/C","S","11806   AVON WAY #201","LOS ANGELES","2","3.00 (2 0 1 0)","1,609","$590.42","$949,988","$950,000","$425.00","6,988","1991","12"
"","49","22-153427","12","C/C","S","4215   GLENCOE AVE #126","MARINA DEL REY","2","2.00 (2 0 0 0)","1,630","$705.52","$1,150,000","$1,325,000","$564.00","79,615","2008","9"
"","42","22-154017","12","C/C","S","13218   FIJI WAY #G","MARINA DEL REY","3","3.00 (1 1 1 0)","1,932","$722.05","$1,395,000","$1,450,000","$565.00","139,313","1969","12"
"","38","22-154019","12","C/C","S","4764   LA VILLA MARINA  #J","MARINA DEL REY","3","3.00 (1 1 1 0)","1,932","$620.60","$1,199,000","$1,200,000","$400.00","66,563","1967","13"
"","31","22-154413","12","C/C","S","13700   MARINA POINTE DR #1707","MARINA DEL REY","2","3.00 (3 0 0 0)","1,738","$791.14","$1,375,000","$1,319,000","$1,180.00","124,670","2003","45"
"","1","22-154775","12","C/C","S","13700   Marina Pointe Dr #707","Marina Del Rey","1","1.00 (1 0 0 0)","996","$842.37","$839,000","$846,100","$1,018.77","124,662","2003","42"
"","27","22-155307","12","C/C","S","4337   Marina City DR #747","MARINA DEL REY","1","1.00 (1 0 0 0)","935","$588.24","$550,000","$530,000","$759.11","","1972","79"
"","29","22-155321","12","C/C","S","4267   Marina City DR #508","MARINA DEL REY","1","1.00 (1 0 0 0)","935","$683.42","$639,000","$636,000","$759.11","","1972","34"
"","19","22-155787","12","C/C","S","3817   OCEAN FRONT WALK ","MARINA DEL REY","4","4.00 (4 0 0 0)","4,525","$1,325.75","$5,999,000","$5,895,000","$3,600.00","7,442","1973","69"
"","1","22-156107","12","C/C","S","4521   ALLA RD #5","MARINA DEL REY","2","3.00 (3 0 0 0)","1,646","$753.34","$1,240,000","$1,240,000","$653.00","159,265","1978","10"
"","27","22-156323","12","C/C","S","25   Hurricane  #3","MARINA DEL REY","2","3.00 (2 0 1 0)","1,371","$871.63","$1,195,000","$1,195,000","$350.00","6,105","1981","9"
"","31","22-157123","12","C/C","S","4060   GLENCOE AVE #208","MARINA DEL REY","2","2.00 (2 0 0 0)","1,040","$816.35","$849,000","$900,000","$465.61","59,461","2004","5"
"","43","22-157217","12","C/C","S","310   Washington Blvd #802","MARINA DEL REY","3","3.00 (3 0 0 0)","1,835","$953.13","$1,749,000","$1,775,000","$788.00","28,509","2012","15"
"","1","22-157637","12","C/C","S","13600   MARINA POINTE DR #1708","MARINA DEL REY","2","3.00 (2 0 1 0)","1,860","$940.86","$1,750,000","$1,750,000","$1,837.07","122,880","1999","0"
"","36","22-158815","12","C/C","S","4631   ALLA RD #4","MARINA DEL REY","2","3.00 (2 0 0 1)","1,912","$611.40","$1,169,000","$1,150,000","$658.00","196,085","1977","29"
"","1","22-160685","12","C/C","S","4060   GLENCOE AVE #126","MARINA DEL REY","2","2.00 (2 0 0 0)","1,040","$816.35","$849,000","$901,000","$465.61","59,461","2004","7"
"","17","22-160769","12","C/C","S","13065   MINDANAO WAY #14","MARINA DEL REY","3","3.00 (2 0 1 0)","1,645","$728.88","$1,199,000","$1,251,000","$615.00","390,060","1975","11"
"","1","22-160917","12","C/C","S","3111   VIA DOLCE  #405","MARINA DEL REY","2","3.00 (2 0 1 0)","1,420","$844.37","$1,199,000","$1,300,000","$930.12","27,336","2010","7"
"","1","22-161001","12","C/C","S","310   WASHINGTON BLVD #105","MARINA DEL REY","3","3.00 (3 0 0 0)","1,960","$816.33","$1,600,000","$1,600,000","$565.00","16,295","2012","0"
"","1","22-161035","12","C/C","S","13650   MARINA POINTE DR #1402","MARINA DEL REY","2","3.00 (2 0 1 0)","2,509","$1,315.27","$3,300,000","$3,300,000","$2,070.10","31,650","2006","1"
"","28","22-161423","12","C/C","S","4265   Marina City DR #1107","MARINA DEL REY","1","1.00 (1 0 0 0)","935","$582.89","$545,000","$535,000","$759.11","","1972","1"
"","42","22-161429","12","C/C","S","13600   MARINA POINTE DR #1412","MARINA DEL REY","2","3.00 (2 0 1 0)","1,920","$1,041.15","$1,999,000","$1,950,000","$1,851.59","122,916","1999","75"
"","53","22-162605","12","C/C","S","3401   PACIFIC AVE #3","Marina Del Rey","3","3.00 (3 0 0 0)","2,575","$1,007.77","$2,595,000","$2,500,000","$480.00","6,462","1984","152"
"","31","22-162743","12","C/C","S","13700   MARINA POINTE DR #423","MARINA DEL REY","2","2.00 (2 0 0 0)","1,724","$782.48","$1,349,000","$1,275,000","$1,109.80","124,611","2003","15"
"","21","22-162947","12","C/C","S","20   NORTHSTAR ST ","MARINA DEL REY","3","3.00 (2 0 1 0)","1,633","$903.25","$1,475,000","$1,310,000","$446.00","8,981","1973","211"
"","3","22-163219","12","C/C","S","306   BORA BORA WAY #206","MARINA DEL REY","2","2.00 (2 0 0 0)","1,420","$773.94","$1,099,000","$1,089,000","$700.00","100,437","1978","54"
"","34","22-163355","12","C/C","S","3111   VIA DOLCE  #703","MARINA DEL REY","3","4.00 (3 0 1 0)","2,550","$1,098.04","$2,800,000","$2,770,000","$1,600.00","27,336","2010","32"
"","43","22-163987","12","C/C","S","13650   MARINA POINTE DR #702","MARINA DEL REY","2","3.00 (2 0 1 0)","2,509","$1,055.80","$2,649,000","$2,550,000","$2,070.00","31,647","2006","134"
"","1","22-164375","12","C/C","S","4411   ALLA RD #5","MARINA DEL REY","2","2.00 (1 1 0 0)","1,099","$764.33","$840,000","$900,000","$658.00","157,916","1976","61"
"","44","22-164595","12","C/C","S","4140   GLENCOE AVE #202","MARINA DEL REY","2","2.00 (2 0 0 0)","1,072","$838.62","$899,000","$988,000","$523.00","39,473","2016","11"
"","1","22-165804","12","C/C","S","13700   Marina Pointe Dr #314","Marina Del Rey","1","1.00 (1 0 0 0)","946","$1,003.17","$949,000","$920,000","$1,008.00","124,611","2003","12"
"","44","22-166285","12","C/C","S","4342   REDWOOD AVE #C205","LOS ANGELES","2","2.00 (2 0 0 0)","1,929","$609.12","$1,175,000","$1,190,000","$1,042.00","259,480","1981","35"
"","1","22-166965","12","C/C","S","3111   VIA DOLCE  #704","MARINA DEL REY","3","4.00 (4 0 0 0)","2,970","$1,414.14","$4,200,000","$4,200,000","$1,040.00","27,336","2010","0"
"","1","22-167711","12","C/C","S","4350   BERRYMAN AVE #16","LOS ANGELES","1","1.00 (1 0 0 0)","665","$774.44","$515,000","$510,000","$294.00","14,500","1976","20"
"","26","22-168379","12","C/C","S","4215   GLENCOE AVE #PH-402","MARINA DEL REY","2","2.00 (1 1 0 0)","1,180","$845.76","$998,000","$983,000","$506.00","79,615","2008","23"
"","35","22-168623","12","C/C","S","13600   MARINA POINTE DR #503","MARINA DEL REY","2","3.00 (2 0 1 0)","1,855","$754.18","$1,399,000","$1,450,000","$1,835.42","122,916","1999","14"
"","21","22-169017","12","C/C","S","3119   VIA DOLCE  #115","MARINA DEL REY","2","3.00 (3 0 0 0)","1,770","$755.93","$1,338,000","$1,300,000","$948.16","33,901","2010","74"
"","1","22-169027","12","C/C","S","13700   MARINA POINTE DR #808","MARINA DEL REY","2","3.00 (2 0 1 0)","1,748","$703.09","$1,229,000","$1,181,000","$1,202.36","124,670","2003","78"
"","36","22-169525","12","C/C","S","4350   GLENCOE AVE #3","MARINA DEL REY","2","3.00 (3 0 0 0)","1,866","$685.42","$1,279,000","$1,265,000","$540.00","552,048","1974","14"
"","54","22-170367","12","C/C","S","13700   MARINA POINTE DR #826","MARINA DEL REY","1","1.00 (1 0 0 0)","811","$887.79","$720,000","$685,000","$1,038.13","124,670","2003","21"
"","26","22-171015","12","C/C","S","4337   Marina City DR #735","MARINA DEL REY","3","2.00 (1 1 0 0)","1,722","$397.79","$685,000","$685,000","$1,396.65","","1972","15"
"","16","22-171315","12","C/C","S","13337   BEACH AVE #PH-407","Marina Del Rey","2","2.00 (2 0 0 0)","1,095","$856.62","$938,000","$910,000","$409.28","13,757","2013","67"
"","1","22-171351","12","C/C","S","4141   GLENCOE AVE #510","MARINA DEL REY","0","2.00 (1 0 1 0)","910","$807.69","$735,000","$735,000","$555.07","0","2008","27"
"","25","22-171445","12","C/C","S","310   WASHINGTON BLVD #206","MARINA DEL REY","3","3.00 (3 0 0 0)","1,960","$866.84","$1,699,000","$1,600,000","$564.01","16,295","2012","93"
"","35","22-171521","12","C/C","S","24   YAWL ST #2","MARINA DEL REY","3","4.00 (3 0 1 0)","1,600","$1,155.63","$1,849,000","$1,865,000","$750.00","4,174","1972","55"
"","24","22-171839","12","C/C","S","13221   ADMIRAL AVE #A","VENICE","2","3.00 (2 0 1 0)","1,672","$774.52","$1,295,000","$1,459,000","$440.00","85,236","1966","28"
"","23","22-171955","12","C/C","S","4215   GLENCOE AVE #206","MARINA DEL REY","1","1.00 (1 0 0 0)","965","$765.80","$739,000","$725,000","$477.90","79,615","2008","64"
"","21","22-172039","12","C/C","S","13035   MINDANAO WAY #7","MARINA DEL REY","2","3.00 (3 0 0 0)","1,575","$758.73","$1,195,000","$1,213,750","$615.00","390,060","1975","9"
"","38","22-172133","12","C/C","S","13000   MINDANAO WAY #5","MARINA DEL REY","2","2.00 (1 1 0 0)","1,099","$750.68","$825,000","$840,000","$658.00","157,916","1976","5"
"","52","22-172747","12","C/C","S","4115   GLENCOE AVE #108","MARINA DEL REY","2","2.00 (2 0 0 0)","1,780","$727.53","$1,295,000","$1,270,000","$600.00","39,560","2006","11"
"","44","22-172943","12","C/C","S","13600   MARINA POINTE DR #1012","VENICE","2","3.00 (2 0 1 0)","1,920","$932.29","$1,790,000","$1,775,000","$1,851.59","122,880","1999","19"
"","31","22-173159","12","C/C","S","4333   REDWOOD AVE #8","MARINA DEL REY","2","3.00 (2 0 1 0)","1,866","$602.89","$1,125,000","$1,125,000","$540.00","552,048","1974","14"
"","25","22-173667","12","C/C","S","4335   Marina City DR #534","MARINA DEL REY","1","1.00 (1 0 0 0)","935","$532.62","$498,000","$530,000","$759.11","","1972","3"
"","53","22-173793","12","C/C","S","4140   Glencoe Ave #404","Marina Del Rey","2","2.00 (2 0 0 0)","1,138","$874.34","$995,000","$995,000","$523.00","39,473","2016","17"
"","32","22-173999","12","C/C","S","4300   Via Dolce  #217","Venice","2","2.00 (2 0 0 0)","1,590","$471.70","$750,000","$875,000","$780.00","191,275","1974","8"
"","41","22-175350","12","C/C","S","4342   Redwood Ave #C308","Marina Del Rey","2","2.00 (2 0 0 0)","2,267","$703.57","$1,595,000","$1,585,000","$1,042.00","259,480","1981","8"
"","26","22-175690","12","C/C","S","4350   GLENCOE AVE #6","MARINA DEL REY","2","3.00 (3 0 0 0)","1,547","$872.01","$1,349,000","$1,325,000","$540.00","552,048","1974","9"
"","54","22-175747","12","C/C","S","4316   Marina City Dr #529","Marina Del Rey","2","2.00 (1 1 0 0)","","$0","$695,000","$660,000","$1,078.27","1,522","","18"
"","37","22-176419","12","C/C","S","4300   Via Dolce  #216","Venice","2","2.00 (2 0 0 0)","1,419","$632.28","$897,200","$854,000","$750.00","191,275","1974","69"
"","1","22-176531","12","C/C","S","4327   Alla Rd #3","Marina Del Rey","2","3.00 (2 0 1 0)","1,866","$747.59","$1,395,000","$1,380,000","$615.00","390,060","1975","37"
"","31","22-176757","12","C/C","S","4316   Marina City Dr #519","Marina Del Rey","3","2.00 (2 0 0 0)","1,722","$391.99","$675,000","$675,000","$1,396.65","","1975","3"
"","5","22-177947","12","C/C","S","4748   La Villa Marina  #D","Marina Del Rey","3","3.00 (2 0 1 0)","1,932","$568.84","$1,099,000","$970,000","$495.00","66,563","1967","33"
"","26","22-179727","12","C/C","S","13080   Mindanao Way #74","Marina Del Rey","2","3.00 (3 0 0 0)","2,199","$588.90","$1,295,000","$1,325,000","$1,018.00","538,756","1980","15"
"","1","22-180041","12","C/C","S","13243   Fiji Way #K","Marina Del Rey","2","3.00 (2 0 1 0)","1,932","$662.01","$1,279,000","$1,296,370","$325.00","66,605","1970","13"
"","32","22-182123","12","C/C","S","4314   Marina City DR #1016","MARINA DEL REY","3","2.00 (0 2 0 0)","1,722","$661.44","$1,139,000","$1,125,000","$1,396.65","","1972","75"
"","1","22-182452","12","C/C","S","13310   Maxella Ave #5","Marina Del Rey","3","3.00 (2 0 1 0)","1,585","$857.41","$1,359,000","$1,350,000","$540.00","552,048","1974","6"
"","35","22-184551","12","C/C","S","4739   La Villa Marina  #A","Marina Del Rey","2","3.00 (1 1 1 0)","1,763","$734.54","$1,295,000","$1,291,500","$528.00","85,236","1966","16"
"","38","22-184665","12","C/C","S","13600   MARINA POINTE DR #401","MARINA DEL REY","2","3.00 (2 0 1 0)","1,945","$745.50","$1,450,000","$1,400,000","$1,856.67","122,880","1999","24"
"","32","22-184667","12","C/C","S","13600   MARINA POINTE DR #514","MARINA DEL REY","1","2.00 (1 0 1 0)","1,700","$675.88","$1,149,000","$1,149,000","$1,798.61","122,880","1999","1"
"","31","22-187815","12","C/C","S","4050   Glencoe Ave #426","Marina Del Rey","1","2.00 (2 0 0 0)","980","$958.16","$939,000","$925,000","$450.00","59,223","2007","10"
"","27","22-188827","12","C/C","S","4316   Marina City Dr #125","Marina Del Rey","1","1.00 (1 0 0 0)","935","$533.69","$499,000","$499,000","$759.11","","1972","17"
"","29","22-189599","12","C/C","S","4318   Glencoe Ave #6","Marina Del Rey","2","3.00 (3 0 0 0)","1,544","$763.60","$1,179,000","$1,179,000","$540.00","552,048","1974","14"
"","1","22-190761","12","C/C","S","4080   Glencoe Ave #219","Marina Del Rey","2","2.00 (2 0 0 0)","1,340","$894.78","$1,199,000","$1,205,000","$598.64","11,321","2011","11"
"","27","22-193105","12","C/C","S","4140   GLENCOE AVE #409","MARINA DEL REY","2","3.00 (2 0 1 0)","1,569","$764.82","$1,200,000","$1,200,000","$523.38","39,473","2016","7"
"","38","22-193405","12","C/C","S","310   Washington Blvd #606","Marina Del Rey","3","3.00 (3 0 0 0)","2,080","$956.73","$1,990,000","$1,900,000","$564.73","10,142","2012","22"
"","2","22-194643","12","C/C","S","11910   Avon Way #4","Los Angeles","2","2.00 (2 0 0 0)","919","$651.80","$599,000","$600,000","$310.00","8,055","1976","48"
"","40","22-194677","12","C/C","S","13233   Fiji Way #A","Marina Del Rey","2","3.00 (1 1 1 0)","2,022","$642.68","$1,299,500","$1,242,500","$440.00","66,621","1970","88"
"","54","22-194813","12","C/C","S","4115   Glencoe Ave #106","Marina Del Rey","2","2.00 (2 0 0 0)","1,610","$806.83","$1,299,000","$1,299,000","$600.00","39,560","2006","8"
"","33","22-195197","12","C/C","S","13700   Marina Pointe Dr #514","Marina Del Rey","1","1.00 (1 0 0 0)","946","$914.38","$865,000","$850,000","$1,008.00","124,670","2003","7"
"","32","22-195735","12","C/C","S","4267   Marina City DR #304","MARINA DEL REY","2","2.00 (1 1 0 0)","1,422","$512.66","$729,000","$715,000","$1,154.35","","1972","66"
"","1","22-196265","12","C/C","S","13210   Fiji Way #M","Marina Del Rey","2","3.00 (2 0 1 0)","1,582","$884.32","$1,399,000","$1,418,000","$565.00","139,313","1969","7"
"","1","22-196423","12","C/C","S","4310   Glencoe Ave #9","Marina Del Rey","2","3.00 (3 0 0 0)","1,547","$614.09","$950,000","$950,000","$540.00","552,048","1974","33"
"","5","22-196437","12","C/C","S","7   Fleet St #203","Marina Del Rey","3","2.00 (2 0 0 0)","1,186","$1,644.18","$1,950,000","$1,880,000","$630.00","11,086","1968","0"
"","54","22-197197","12","C/C","S","13600   Marina Pointe Dr #504","Marina Del Rey","2","3.00 (2 0 1 0)","1,885","$663.13","$1,250,000","$1,097,500","$1,889.13","122,880","1999","23"
"","1","22-197365","12","C/C","S","11930   Avon Way #202","Los Angeles","2","2.00 (2 0 0 0)","965","$715.03","$690,000","$718,000","$360.00","14,836","1986","11"
"","37","22-197963","12","C/C","S","25 1/2  Mast St ","Marina Del Rey","2","2.00 (1 0 1 0)","1,228","$1,217.43","$1,495,000","$1,545,000","$416.67","6,466","1972","8"
"","1","22-198457","12","C/C","S","4734   La Villa Marina  #F","Marina Del Rey","3","3.00 (1 1 1 0)","1,582","$853.35","$1,350,000","$1,325,000","$410.00","66,564","1966","5"
"","28","22-198669","12","C/C","S","13700   Marina Pointe Dr #1007","Marina Del Rey","1","1.00 (1 0 0 0)","996","$848.39","$845,000","$810,000","$1,040.50","124,670","2003","29"
"","15","22-199183","12","C/C","S","4151   Redwood Ave #311","Los Angeles","3","4.00 (4 0 0 0)","1,500","$925.33","$1,388,000","$1,335,000","$438.00","9,930","2007","11"
"","25","22-199787","12","C/C","S","4616   Glencoe Ave #6","Marina Del Rey","2","2.00 (2 0 0 0)","1,153","$866.44","$999,000","$1,077,000","$658.00","159,265","1978","5"
"","25","22-199967","12","C/C","S","4350   Via Dolce  #204","Marina Del Rey","2","2.00 (2 0 0 0)","1,532","$652.74","$999,999","$1,000,000","$780.00","191,275","1974","8"
"","22","22-200015","12","C/C","S","4211   Redwood Ave #312","Los Angeles","2","2.00 (2 0 0 0)","1,130","$918.58","$1,038,000","$1,028,000","$422.00","38,497","2010","4"
"","1","22-200251","12","C/C","S","13220   Admiral Ave #F","Venice","3","2.00 (2 0 0 0)","1,932","$564.16","$1,089,950","$1,053,000","$475.00","85,900","1967","14"
"","32","22-200393","12","C/C","S","4316   Marina City DR #119","MARINA DEL REY","3","2.00 (1 1 0 0)","1,722","$434.96","$749,000","$730,000","$1,396.65","","1972","44"
"","10","22-200457","12","C/C","S","4140   Glencoe Ave #601","Marina Del Rey","2","2.00 (2 0 0 0)","1,050","$1,036.19","$1,088,000","$1,088,000","$523.38","39,473","2016","0"
"","28","22-201235","12","C/C","S","4105   Pacific Ave #7","Marina Del Rey","2","3.00 (2 0 1 0)","1,655","$1,326.28","$2,195,000","$2,195,000","$650.00","8,176","1973","7"
"","23","22-201405","12","C/C","S","5000  S Centinela Ave #109","Los Angeles","2","2.00 (2 0 0 0)","1,076","$552.97","$595,000","$612,199","$426.00","142,789","1970","15"
"","43","22-203907","12","C/C","S","13700   Marina Pointe Dr #309","Marina Del Rey","1","2.00 (1 0 1 0)","996","$852.41","$849,000","$825,000","$1,039.00","124,670","2003","10"
